Diamond-like carbon (DLC) films doped with different silicon contents up to 11.48 at.% were fabricated by plasma immersion ion implantation and deposition (PIII-D) using a silicon cathodic arc plasma source.	silicon @DOPANT@ Diamond-like carbon @BASEMAT@ @DBR@
The results reveal that the sp3 configuration including Si–C bonds increases with higher silicon content, and oxygen incorporates more readily into the silicon and carbon interlinks on the surface of the more heavily silicon-doped DLC films.	silicon @DOPANT@ DLC @BASEMAT@ @DBR@
However, the potential of lanthanide doped upconverter materials is typically limited by low absorption coefficients and low upconversion quantum yields (UCQY) under practical irradiance of the excitation.	lanthanide @DOPANT@ upconverter materials @BASEMAT@ @DBR@
The parameters obtained in these calculations were used as input parameters in a rate equation model of the upconverter β-NaYF4: 20% Er3+.	Er3+ @DOPANT@ β-NaYF4 @BASEMAT@ @DBR@
Microstructure and photoluminescence properties of Nd-doped (Ba,Sr)TiO3thin films.	Nd @DOPANT@ (Ba,Sr)TiO3 @BASEMAT@ @DBR@
The Nd-doped BST thin films show three NIR luminescence peaks corresponding to4F3/2-4I9/2transition at 880 nm;4F3/2-4I11/2transition at 1066 nm and4F3/2-4I13/2transition at 1345 nm; respectively.	Nd @DOPANT@ BST @BASEMAT@ @DBR@
All the results showed that the Nd-doped BST films have great potential uses for novel integrated optic devices.	Nd @DOPANT@ BST @BASEMAT@ @DBR@
The obtained results explain anomalous distributions of Ga dopant in Ge single crystals grown aboard Russian Photon series spacecrafts (SC).	Ga @DOPANT@ Ge @BASEMAT@ @DBR@
We have used a low-temperature, in situ cleaving, scanning tunneling microscope to measure the energy gap in a series of La2-xSrxCuO4-y samples with different Sr doping concentrations x, and therefore different critical temperatures.	Sr @DOPANT@ La2-xSrxCuO4-y @BASEMAT@ @DBR@
Soft X-Ray Magnetic Circular Dichroism of Vanadium in the Metal–Insulator Two-Phase Region of Paramagnetic V2O3 Doped with 1.1% Chromium.	Chromium @DOPANT@ V2O3 @BASEMAT@ @DBR@
V2O3 doped with 1.1% Cr is investigated at its isostructural correlation-driven metal–insulator transition near room temperature in its paramagnetic state with X-ray magnetic circular dichroism (XMCD) spectroscopy in external magnetic fields.	Cr @DOPANT@ V2O3 @BASEMAT@ @DBR@
Molybdenum doped bilayer photoanode nanotubes for enhanced photoelectrochemical water splitting.	Molybdenum @DOPANT@ bilayer photoanode nanotubes @BASEMAT@ @DBR@
With the aim of improving the performance of our previously reported bilayer photoanode of WO3 and Nb and N co-doped SnO2 nanotubes i.e. WO3-(Sn0.95Nb0.05)O2:N NTs, herein, we report a simple and efficient strategy of molybdenum (Mo) doping into the WO3 lattice to tailor the optoelectronic properties such as band gap, charge transfer resistance, and carrier density, etc.	Nb @DOPANT@ SnO2 @BASEMAT@ @DBR@ N @DOPANT@ WO3-(Sn0.95Nb0.05)O2 @BASEMAT@ @DBR@ N @DOPANT@ SnO2 @BASEMAT@ @DBR@ molybdenum @DOPANT@ WO3 lattice @BASEMAT@ @DBR@ Mo @DOPANT@ WO3 lattice @BASEMAT@ @DBR@
The Mo doped bilayer i.e. (W0.98Mo0.02)O3-(Sn0.95Nb0.05)O2:N revealed a higher light absorption ability with reduced band gap (1.88 eV) in comparison to that of the undoped bilayer (1.94 eV).	Mo @DOPANT@ bilayer @BASEMAT@ @DBR@ N @DOPANT@ (W0.98Mo0.02)O3-(Sn0.95Nb0.05)O2 @BASEMAT@ @DBR@
Hot-Air-Assisted Fully Air-Processed Barium Incorporated CsPbI2Br Perovskite Thin Films for Highly Efficient and Stable All-Inorganic Perovskite Solar Cells.	Barium @DOPANT@ CsPbI2Br @BASEMAT@ @DBR@
Furthermore, CsPbI2Br perovskite was doped with barium (Ba2+) alkaline earth metal cations (BaI2:CsPbI2Br).	barium @DOPANT@ CsPbI2Br @BASEMAT@ @DBR@ Ba2+ @DOPANT@ CsPbI2Br @BASEMAT@ @DBR@ alkaline earth metal cations @DOPANT@ CsPbI2Br @BASEMAT@ @DBR@ BaI2 @DOPANT@ CsPbI2Br @BASEMAT@ @DBR@
The DHA-processed BaI2:CsPbI2Br perovskite photovoltaics shows the champion power conversion efficiency (PCE) of 14.85% (reverse scan) for a small exposure area of 0.09 cm2 and 13.78% for a large area of 1 × 1 cm2 with excellent reproducibility.	BaI2 @DOPANT@ CsPbI2Br @BASEMAT@ @DBR@
Furthermore, we fabricated a perovskite heterostructure field effect transistor using epitaxial BaHfO3 as a gate insulator and La-doped BaSnO3 as a channel layer on SrTiO3 substrate.	La @DOPANT@ BaSnO3 @BASEMAT@ @DBR@
A new photoluminescence band in silicon lightly doped with copper.	copper @DOPANT@ silicon @BASEMAT@ @DBR@
A new photoluminescence band is reported for silicon lightly doped with copper.	copper @DOPANT@ silicon @BASEMAT@ @DBR@
Effect of adding aluminum ion on the structural, optical, electrical and magnetic properties of terbium doped yttrium iron garnet nanoparticles films prepared by sol–gel method.	terbium @DOPANT@ yttrium iron garnet @BASEMAT@ @DBR@
Short time activation analysis was applied to the analysis of reactor emergency poisoning solutions, to the analysis of doping elements in small organic semiconductor specimens, for the analysis of high temperature superconductors, and the determination of fluorine in various materials including biopsy samples.	elements @DOPANT@ small organic semiconductor specimens @BASEMAT@ @DBR@
Now, M-substituted, p-type inorganic Cu(Cr,M)O2 (M=Ba2+, Ca2+, or Ni2+) nanocrystals with enhanced hole-transporting characteristics by increasing interstitial oxygen effectively extract holes from perovskite.	M @DOPANT@ Cu(Cr,M)O2 @BASEMAT@ @DBR@ M=Ba2+, Ca2+, or Ni2+ @DOPANT@ Cu(Cr,M)O2 @BASEMAT@ @DBR@
The all-inorganic CsPbBr3 PSC with a device structure of FTO/c-TiO2/m-TiO2/CsPbBr3/Cu(Cr,M)O2/carbon achieves an efficiency up to 10.18 % and it increases to 10.79 % by doping Sm3+ ions into perovskite halide, which is much higher than 7.39 % for the hole-free device.	Sm3+ @DOPANT@ perovskite halide @BASEMAT@ @DBR@
The paper focuses on phosphoric acid-doped polybenzimidazole (PBI)-based HT-PEMFCs and an overview of the common practices of their design and characterization techniques at single cell, stack and system levels is given.	phosphoric acid @DOPANT@ polybenzimidazole (PBI)-based HT-PEMFCs @BASEMAT@ @DBR@
Reactive Oxygen-Doped 3D Interdigital Carbonaceous Materials for Li and Na Ion Batteries.	Oxygen @DOPANT@ 3D Interdigital Carbonaceous Materials @BASEMAT@ @DBR@
Oxygen-doped carbonaceous materials have the potential of high capacity and super rate performance.	Oxygen @DOPANT@ carbonaceous materials @BASEMAT@ @DBR@
However, up to now, the reported oxygen-doped carbonaceous materials usually exhibit inferior electrochemical performance.	oxygen @DOPANT@ carbonaceous materials @BASEMAT@ @DBR@
To overcome this problem, a high reactive oxygen-doped 3D interdigital porous carbonaceous material is designed and synthesized through epitaxial growth method and used as anodes for LIBs and SIBs.	oxygen @DOPANT@ 3D interdigital porous carbonaceous material @BASEMAT@ @DBR@
The results demonstrate that constructing 3D interdigital porous structure with reactive oxygen functional groups can significantly enhance the electrochemical performance of oxygen-doped carbonaceous material.	oxygen @DOPANT@ carbonaceous material @BASEMAT@ @DBR@
Chromium-containing carbon film on stainless steel as bipolar plates for proton exchange membrane fuel cells.	Chromium @DOPANT@ carbon @BASEMAT@ @DBR@
A series of chromium-containing carbon films are deposited on 316L stainless steel (SS316L) as bipolar plates for proton exchange membrane fuel cells (PEMFCs) by pulsed bias arc ion plating (PBAIP).	chromium @DOPANT@ carbon @BASEMAT@ @DBR@
Electrical conductivity measurements have been performed on the pyrochlore compounds Y2Ti2O7, Gd2Ti2O7 and Sm2Ti2O7 as a function of temperature, oxygen fugacity and aliovalent dopant concentration.	aliovalent @DOPANT@ Y2Ti2O7 @BASEMAT@ @DBR@ aliovalent @DOPANT@ Gd2Ti2O7 @BASEMAT@ @DBR@ aliovalent @DOPANT@ Sm2TiO7 @BASEMAT@ @DBR@ aliovalent @DOPANT@ pyrochlore compounds @BASEMAT@ @DBR@
While Ca doping on the “A” cation sublattice (Ca'Gd,Sm,Y) was found to increase the ionic conductivity by as much as two and half orders of magnitude, Sr and Mg dopants with larger dopant-host size mismatch induced a drop in ionic and an enhancement in electronic conductivity.	Ca @DOPANT@ “A” cation sublattice @BASEMAT@ @DBR@
Acceptor doping on the “B” cation sublattice, e.g. Al'Ti, increased the ionic conduction only at low dopant levels, while RuTi enhanced electronic conduction at high PO2.	Acceptor @DOPANT@ “B” cation sublattice @BASEMAT@ @DBR@
A digital holography interferometry was applied for in situ observation of the light-assisted domain reversal in the lithium niobate doped with MgO.	MgO @DOPANT@ lithium niobate @BASEMAT@ @DBR@
Using a nanoindentation technique, hardness and Young’s modulus were determined in both nominally pure MgO and lithium-doped MgO crystals, before and after neutron irradiation in the dose range (formula presented) The resulting defects were monitored by optical-absorption spectroscopy.	lithium @DOPANT@ MgO @BASEMAT@ @DBR@
We proposed a new peroxymonosulfate (PMS) activator that the dispersed CoMn2O4 nanoparticles embedded in nitrogen-doped reduced graphene oxide aerogel (CoMn2O4@N-rGA) with interlinked three-dimensional network via hydrothermal method for oxytetracycline (OTC) degradation.	nitrogen @DOPANT@ reduced graphene oxide @BASEMAT@ @DBR@
It was attributed to dispersed CoMn2O4 nanoparticles embed in nitrogen-doped reduced graphene oxide aerogel with interlinked three-dimensional network by Scanning electron microscope (SEM).	nitrogen @DOPANT@ reduced graphene oxide @BASEMAT@ @DBR@
Annealing effect of fluorine-doped SnO2/WO3 core-shell inverse opal nanoarchitecture for photoelectrochemical water splitting.	fluorine @DOPANT@ SnO2 @BASEMAT@ @DBR@
Fluorine-doped SnO2 inverse opal (FTO IO) was developed on a polystyrene bead template with a size of 350 nm (± 20 nm) by using the sol-gel-assisted spin-coating method.	Fluorine @DOPANT@ SnO2 @BASEMAT@ @DBR@
Luminescence study of self-trapped holes in pure and Fe- or Mo-doped ZnWO4 crystals.	Mo @DOPANT@ ZnWO4 @BASEMAT@ @DBR@ Fe @DOPANT@ ZnWO4 @BASEMAT@ @DBR@
Thermostimulated and photostimulated luminescence of ZnWO4,ZnWO4:Feand ZnWO4:Mo crystals irradiated at low temperatures by X-rays or UV photons was studied in the temperature range 4.2–300Kin order to clarify the creation and recombination processes of the elementary colour centres.	Mo @DOPANT@ ZnWO4 @BASEMAT@ @DBR@ Fe @DOPANT@ ZnWO4 @BASEMAT@ @DBR@
Effect of doping microcapsules on typical electrical performances of self-healing polyethylene insulating composite.	microcapsules @DOPANT@ polyethylene insulating composite @BASEMAT@ @DBR@
The effect mechanism of doping microcapsules on the electrical performance of polyethylene was emphatically analyzed.	microcapsules @DOPANT@ polyethylene @BASEMAT@ @DBR@
The effect of doping microcapsules on the electrical performances of polyethylene, such as breakdown strength, volumetric resistivity, dielectric properties, and space charge characteristics, are mainly related to impurity and the interface of microcapsule.	microcapsules @DOPANT@ polyethylene @BASEMAT@ @DBR@
TL, OSL and RL emission spectra of RE-doped LiMgPO4 crystals.	RE @DOPANT@ LiMgPO4 @BASEMAT@ @DBR@
The obtained results tend to suggest that the investigated RE-doped LMP crystals exhibit promising luminescent properties and could be considered as appropriate candidates for real-time detectors.	RE @DOPANT@ LMP crystals @BASEMAT@ @DBR@
In this paper the effect of surface properties of micromolds on replication process was investigated by using nitrogen (N) and nickel (Ni) doped diamond-like carbon (N:DLC:Ni) coated and uncoated silicon (Si) micromolds.	nitrogen @DOPANT@ diamond-like carbon @BASEMAT@ @DBR@ N @DOPANT@ diamond-like carbon @BASEMAT@ @DBR@ N @DOPANT@ DLC @BASEMAT@ @DBR@ nickel @DOPANT@ diamond-like carbon @BASEMAT@ @DBR@ Ni @DOPANT@ diamond-like carbon @BASEMAT@ @DBR@ Ni @DOPANT@ DLC @BASEMAT@ @DBR@
Tuning the Electrochemical Reactivity of Boron- and Nitrogen-Substituted Graphene.	Boron @DOPANT@ Graphene @BASEMAT@ @DBR@ Nitrogen @DOPANT@ Graphene @BASEMAT@ @DBR@
Despite the many reports on boron- and nitrogen-doped graphenes, the possible synergy that arises from combining these electronically complementary elements has yet to be fully understood and explored.	nitrogen @DOPANT@ graphenes @BASEMAT@ @DBR@ boron @DOPANT@ graphenes @BASEMAT@ @DBR@
Both experimental measurements and DFT calculations evidence that the addition of Pr dopant to ceria promotes oxygen vacancies formation, redox properties and oxygen storage capacity (OSC).	Pr @DOPANT@ ceria @BASEMAT@ @DBR@
Phosphorescent organic light-emitting diodes (PhOLEDs) using (CzhBTZ)2Ir(fpptz) doping in (4,4′-bis(N-carbazolyl)-1,1′-biphenyl) as the emitting layer were prepared by spin-coating with a maximum peak at 533 nm, and International Commission on Illumination (CIE) coordinates of (0.42, 0.56).	(CzhBTZ)2Ir(fpptz) @DOPANT@ 4,4′-bis(N-carbazolyl)-1,1′-biphenyl @BASEMAT@ @DBR@
In this work is reported the development of ceramic sensors based on ZnO-doped ITO thin films for engine diagnostics able to withstand the harsh environments associated with exhausts.	ZnO @DOPANT@ ITO @BASEMAT@ @DBR@
It comprises a screen-printed carbon electrode doped with 5% cobalt phthalocyanine (CoPC-SPCE), and coated with alcohol oxidase; a permselective membrane on the surface acts as a barrier to interferents.	cobalt phthalocyanine @DOPANT@ carbon electrod @BASEMAT@ @DBR@
Characterization of Er3+-doped Ti:LiNbO3 waveguides: Losses, absorption spectra, and near field measurements.	Er3+ @DOPANT@ LiNbO3 @BASEMAT@ @DBR@ Ti @DOPANT@ LiNbO3 @BASEMAT@ @DBR@
We present the experimental results of the characterization of Er3+-doped Ti:LiNbO3 waveguides using nondestructive methods.	Er3+ @DOPANT@ LiNbO3 @BASEMAT@ @DBR@ Ti @DOPANT@ LiNbO3 @BASEMAT@ @DBR@
The results indicated that the applied magnetic field improved the anti-wear ability of the neat mineral oil and T306-doped oils but impaired that of T307-doped oils.	T3O6 @DOPANT@ oils @BASEMAT@ @DBR@ T3O7 @DOPANT@ oils @BASEMAT@ @DBR@
Phosphor thermometry in turbulent hot gas flows applying Dy:YAG and Dy:Er:YAG particles.	Dy @DOPANT@ YAG @BASEMAT@ @DBR@ Er @DOPANT@ YAG @BASEMAT@ @DBR@
In order to improve the phosphorescence emission behavior of phosphor powders for temperature measurements in a gas flow, the activator concentration in Dy:YAG was varied and the phosphor was co-doped with the sensitizer erbium (Er).	Dy @DOPANT@ YAG @BASEMAT@ @DBR@ erbium @DOPANT@ phosphor @BASEMAT@ @DBR@ Er @DOPANT@ phosphor @BASEMAT@ @DBR@
Planar thermometry was conducted in hot gas flows, whereby an improved average temperature uncertainty of about 3% was obtained using Dy:YAG and of 1.8% for Dy:Er:YAG for temperatures of 450 K.	Dy @DOPANT@ YAG @BASEMAT@ @DBR@ Er @DOPANT@ YAG @BASEMAT@ @DBR@
One-step synthesis of Fe-doped surface-alkalinized g-C 3 N 4 and their improved visible-light photocatalytic performance.	Fe @DOPANT@ surface-alkalinized g-C 3 N 4 @BASEMAT@ @DBR@
A one-step calcination method was designed to synthesize Fe-doped surface-alkalinized graphitic carbon nitride (g-C 3 N 4 ).	Fe @DOPANT@ surface-alkalinized graphitic carbon nitride @BASEMAT@ @DBR@ Fe @DOPANT@ g-C 3 N 4 @BASEMAT@ @DBR@
Partial inverse spinel structure of manganese-doped gahnite: XRD and EPR spectroscopy studies.	manganese @DOPANT@ gahnite @BASEMAT@ @DBR@
Manganese-doped ZnAl2O4 (gahnite) samples, with doping levels 0, 4.3, 7.6 and 11.7at.% Mn (substituting for Zn), were prepared using a sol–gel technique and characterized by X-ray powder diffraction.	Manganese @DOPANT@ ZnAl2O4 @BASEMAT@ @DBR@ Manganese @DOPANT@ gahnite @BASEMAT@ @DBR@
Manganese doping of gahnite caused an increase of unit-cell parameter.	Manganese @DOPANT@ gahnite @BASEMAT@ @DBR@
Investigation of rare-earth metal-doped Ba0.96Sr0.04Zr0.04Ti0.96O3ceramics.	rare-earth metal @DOPANT@ Ba0.96Sr0.04Zr0.04Ti0.96O3ceramics @BASEMAT@ @DBR@
Intrinsic and p-type μc-Si/a-SiOx:H films have been developed by photochemical vapor deposition using SiH4, CO2, B2H6 and H2 gases.	H @DOPANT@ a-SiOx @BASEMAT@ @DBR@
Optical properties of Er3+-doped SiO2-GeO2-Al2O3 planar waveguide fabricated by sol–gel processes.	Er3+ @DOPANT@ SiO2-GeO2-Al2O3 @BASEMAT@ @DBR@
In this paper, we report silica based planar waveguides doped with Er3+, and co-doped with GeO2 and Al2O3.	Er3+ @DOPANT@ silica @BASEMAT@ @DBR@ GeO2 @DOPANT@ silica @BASEMAT@ @DBR@ Al2O3 @DOPANT@ silica @BASEMAT@ @DBR@
Photoelectrochemical parameters of In-doped thin CdSe layers.	In @DOPANT@ CdSe @BASEMAT@ @DBR@
Photoanodes of polycrystalline CdSe layers, doped with different concentration of In are investigated.	In @DOPANT@ CdSe @BASEMAT@ @DBR@
Deposition of Pt and Sn doped CeOx layers on silicon substrate .	Pt @DOPANT@ CeOx @BASEMAT@ @DBR@ Sn @DOPANT@ CeOx @BASEMAT@ @DBR@
Radio Frequency Magnetron Sputtering is used to elaborate CeOx layers doped with platinum and/or tin on a SiO2/Si substrate.	platinum @DOPANT@ CeOx @BASEMAT@ @DBR@ tin @DOPANT@ CeOx @BASEMAT@ @DBR@
This work reports an investigation of the valence and site occupancy of Mn dopants in Bi12TiO20 (BTO: Mn) host using X-ray Absorption (XAS) and atomistic simulation techniques based on energy minimisation.	Mn @DOPANT@ Bi12TiO20 @BASEMAT@ @DBR@ Mn @DOPANT@ BTO @BASEMAT@ @DBR@
In this paper, we propose a model for estimating short-channel effects (SCEs) in the shell-doped double-gate junctionless (JL) MOSFET.	shell @DOPANT@ double-gate junctionless (JL) MOSFET @BASEMAT@ @DBR@
Nd3+ doped zinc oxide nanophosphor were prepared by a modified sonochemical route.	Nd3+ @DOPANT@ zinc oxide @BASEMAT@ @DBR@
The proposed mechanism is that the ZnO:Nd3+ interwinds the bacteria and fungal pores with a heterogeneous range of superstructues, resulting in the local perturbation at cell membrane of fungal cells.	Nd3+ @DOPANT@ ZnO @BASEMAT@ @DBR@
